year,month,day,volume,zamg,value,price_weight_av,price_max,price_min,price_mean,power_max,power_min,power_mean,date,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,off_volume,standard_volume,morning_volume,evening_volume,off_value,standard_value,morning_value,evening_value
2016,1,12,3240.9,0.0,186667.92600000004,57.59755808571694,165.81,48.08,92.45041666666667,352.4,1.1,135.0375,2016-01-12,48.208749999999995,106.44,119.10666666666667,152.49,8,11.0,3.0,2.0,2773.8,370.9,21.2,75.0,133717.68,38683.402,2870.0539999999996,11396.789999999999
2016,1,13,3399.2,0.0,197420.03999999995,58.078383148976215,165.81,48.1,91.8270833333333,372.0,18.0,141.63333333333333,2016-01-13,48.39375,106.37636363636362,113.86,152.49,8,11.0,3.0,2.0,2890.2,362.0,72.0,75.0,139844.84,37772.05,8406.36,11396.789999999999
2016,1,14,3392.2,0.0,196421.836,57.903966747243686,165.37,48.13,89.49000000000001,371.0,18.0,141.34166666666667,2016-01-14,48.53249999999999,102.91818181818181,107.74666666666667,152.07999999999998,8,11.0,3.0,2.0,2883.0,362.2,72.0,75.0,139912.26,37073.326,8070.119999999999,11366.13
2016,1,15,3050.2999999999997,0.0,183991.63,60.31919155492903,174.31,48.04,91.10916666666662,330.0,17.0,127.09583333333332,2016-01-15,48.08375,104.06090909090905,112.58,159.76999999999998,8,11.0,3.0,2.0,2494.1000000000004,388.7,79.0,88.5,119928.798,40352.776999999995,9650.38,14059.675
2016,1,16,4731.9,0.0,245134.51299999998,51.80466894904795,115.38,46.93,68.31208333333333,400.0,21.0,197.1625,2016-01-16,54.04705882352941,102.95571428571428,,,17,7.0,,,4220.9,511.0,,,206424.48299999998,38710.03,,
2016,1,17,4165.0,0.0,220329.043,52.90013037214886,112.01,48.31,65.19208333333333,363.0,26.2,173.54166666666666,2016-01-17,65.19208333333333,,,,24,,,,4165.0,,,,220329.043,,,
2016,1,18,3107.6,0.0,167935.11000000002,54.04013064744498,177.32,48.21,101.8895833333333,370.0,0.0,129.48333333333332,2016-01-18,48.68625,113.61999999999999,152.75,173.89499999999998,8,11.0,3.0,2.0,2810.0,246.4,0.0,51.2,136836.9,22341.376,0.0,8756.834
2016,1,19,2279.2,0.0,136417.314,59.85315637065638,144.58,51.0,91.73375,260.0,2.0,94.96666666666665,2016-01-19,51.51875,103.63818181818182,121.15333333333335,142.99,8,11.0,3.0,2.0,1950.0,233.2,28.0,68.0,100467.5,22350.613999999998,3907.6800000000003,9691.52
2016,1,20,2314.3999999999996,0.0,142231.328,61.454946422398905,160.96,51.13,93.33083333333333,260.0,1.8,96.43333333333332,2016-01-20,51.652499999999996,104.63000000000001,124.08666666666666,151.765,8,11.0,3.0,2.0,1950.0,252.6,32.8,79.0,100728.3,24742.606,4872.1320000000005,11888.29
2016,1,21,2219.7,0.0,129012.615,58.12164481686715,149.67,50.48,90.41416666666667,260.0,2.5,92.4875,2016-01-21,51.0525,102.16090909090909,122.81666666666666,134.65,8,11.0,3.0,2.0,1940.0,197.7,33.0,49.0,99052.55,18614.225,4737.709999999999,6608.13
2016,1,22,2633.9999999999995,0.0,176685.806,67.07889369779804,150.1,50.82,97.94124999999998,280.0,2.7,109.74999999999999,2016-01-22,51.3325,115.57545454545453,122.80666666666667,150.09,8,11.0,3.0,2.0,2050.0,464.09999999999997,34.0,85.9,105255.55,53656.006,4881.8060000000005,12892.444
2016,1,23,3068.1000000000004,0.0,170037.796,55.4212040024771,115.29,50.27,70.08749999999998,296.0,13.0,127.83750000000002,2016-01-23,56.50764705882354,103.06714285714285,,,17,7.0,,,2714.4,353.7,,,140061.026,29976.769999999997,,
2016,1,24,3395.9,0.0,180291.21,53.090847787037305,69.35,51.06,56.76458333333332,316.0,0.0,141.49583333333334,2016-01-24,56.76458333333332,,,,24,,,,3395.9,,,,180291.21,,,
2016,1,25,2645.5999999999995,0.0,150382.55599999998,56.84251436347143,176.93,51.22,101.77166666666669,316.0,0.0,110.2333333333333,2016-01-25,51.56124999999999,112.62636363636365,150.27,170.16500000000002,8,11.0,3.0,2.0,2398.0,189.7,2.2,55.7,123666.73999999999,17092.650999999998,377.01400000000007,9246.151
2016,1,26,2282.2999999999997,0.0,132996.222,58.27289225781011,140.42,50.84,90.87333333333332,277.0,2.8,95.09583333333332,2016-01-26,51.2475,103.11,118.90666666666668,140.02499999999998,8,11.0,3.0,2.0,2002.0,186.7,26.6,67.0,102597.32,17496.634,3511.5080000000003,9390.759999999998
2016,1,27,3390.6,0.0,255601.59199999998,75.38535716392379,170.68,50.08,104.03625000000001,302.0,9.8,141.275,2016-01-27,50.79625,124.7772727272727,132.39333333333335,160.385,8,11.0,3.0,2.0,2238.3,999.5999999999999,52.89999999999999,99.8,113739.38,118436.586,7581.864,15843.761999999999
2016,1,28,2860.0,0.0,201660.51200000002,70.51066853146854,156.82,49.83,96.97208333333333,263.0,3.7,119.16666666666667,2016-01-28,50.09875,114.06999999999998,125.66666666666667,147.385,8,11.0,3.0,2.0,1928.7,810.9,41.00000000000001,79.4,96587.21399999999,87379.59199999999,6083.817999999999,11609.887999999999
2016,1,29,2731.9,0.0,198258.18000000002,72.57153629342217,156.8,50.15,97.26500000000003,240.0,3.2,113.82916666666667,2016-01-29,50.57375,114.50272727272728,125.66000000000001,146.63,8,11.0,3.0,2.0,1765.0,848.5999999999999,40.10000000000001,78.2,89325.55,91560.056,5988.736000000001,11383.838
2016,1,30,4159.0,0.0,267297.613,64.26968333734071,120.06,49.05,77.90083333333332,313.0,31.3,173.29166666666666,2016-01-30,67.0164705882353,104.33428571428571,,,17,7.0,,,3616.9,542.1,,,221873.284,45424.329000000005,,
2016,1,31,4296.799999999999,0.0,310728.72899999993,72.31631190653509,110.05,49.41,78.78458333333333,263.0,101.8,179.0333333333333,2016-01-31,78.78458333333333,,,,24,,,,4296.799999999999,,,,310728.72899999993,,,
2016,2,1,3499.4,0.0,231752.022,66.22621649425615,187.81,50.58,105.69791666666667,323.0,0.0,145.80833333333334,2016-02-01,50.629999999999995,121.90454545454546,150.37666666666667,169.815,8,11.0,3.0,2.0,2527.0,911.2,4.2,57.0,127943.9,93643.258,721.854,9443.01
2016,2,2,3108.2,0.0,215306.423,69.27045331703238,158.57,51.82,97.67458333333332,289.8,2.6,129.50833333333333,2016-02-02,52.0175,114.89363636363636,126.69,142.075,8,11.0,3.0,2.0,2233.7,767.5,38.6,68.4,116188.968,83527.72899999999,5872.137999999999,9717.588
2016,2,3,3218.4,0.0,221315.39500000002,68.76565840169029,159.46,51.55,97.54750000000001,305.5,3.0,134.1,2016-02-03,51.94499999999999,114.59363636363636,126.96666666666665,142.075,8,11.0,3.0,2.0,2334.9,773.1,40.5,69.9,121289.49900000001,83929.51299999999,6165.69,9930.693
2016,2,4,3392.0,0.0,234823.05100000004,69.22849380896227,145.09,51.67,97.66249999999998,313.0,1.9,141.33333333333334,2016-02-04,52.012499999999996,116.58363636363637,118.40333333333332,145.085,8,11.0,3.0,2.0,2442.0,855.3,20.8,73.9,127002.92000000001,94406.667,2691.806,10721.658000000001
2016,2,5,3122.5,0.0,215522.48499999996,69.02241313050439,147.12,50.03,95.19041666666665,368.8,3.6,130.10416666666666,2016-02-05,50.591249999999995,111.02,122.82000000000001,145.08,8,11.0,3.0,2.0,2226.0,738.6999999999999,59.2,98.6,112799.262,79971.271,8447.064,14304.888
2016,2,6,4150.9,0.0,268762.459,64.74799657905514,120.02,49.98,77.27166666666666,402.0,50.0,172.95416666666665,2016-02-06,65.76058823529411,105.22714285714287,,,17,7.0,,,3540.8,610.1,,,212406.82799999998,56355.631,,
2016,2,7,4212.0,0.0,286937.51999999996,68.12381766381766,109.37,50.36,75.02333333333333,283.0,100.0,175.5,2016-02-07,75.02333333333333,,,,24,,,,4212.0,,,,286937.51999999996,,,
2016,2,8,3114.0999999999995,0.0,195967.84299999996,62.92920683343502,171.76,50.36,96.73291666666667,398.4,0.0,129.75416666666663,2016-02-08,50.61874999999999,109.06636363636363,150.6,132.555,8,11.0,3.0,2.0,2333.4,766.0000000000001,2.8,11.9,118285.284,75772.55999999998,480.92799999999994,1429.0710000000001
2016,2,9,3214.8,0.0,217124.76600000003,67.5391209406495,145.08,50.41,93.71500000000002,369.0,2.7,133.95000000000002,2016-02-09,50.653749999999995,109.3581818181818,116.94333333333334,145.08,8,11.0,3.0,2.0,2319.0,762.0,35.400000000000006,98.4,117594.95000000001,80739.95800000001,4513.986000000001,14275.872000000001
2016,2,10,3464.1,0.0,220194.76900000003,63.564784215236294,129.97,50.57,90.52041666666668,389.0,3.5,144.3375,2016-02-10,50.918749999999996,106.80090909090909,116.71666666666665,120.09,8,11.0,3.0,2.0,2655.7000000000003,737.8,37.0,33.6,135309.147,76180.868,4669.73,4035.0240000000003
2016,2,11,3091.1,0.0,199841.85499999998,64.65072466112387,139.69,50.24,91.43541666666668,355.0,0.0,128.79583333333332,2016-02-11,50.48,108.15090909090908,120.25,120.1,8,11.0,3.0,2.0,2315.0,710.7,40.0,25.4,116955.25,74248.46500000001,5587.6,3050.5399999999995
2016,2,12,3608.4999999999995,0.0,235203.93499999997,65.18052792018844,142.06,50.63,93.85208333333333,415.1,0.0,150.35416666666666,2016-02-12,51.21249999999999,110.19,115.51666666666665,142.055,8,11.0,3.0,2.0,2761.8,740.3000000000001,20.0,86.4,141628.57700000002,78793.606,2508.2,12273.552000000001
2016,2,13,5124.599999999999,0.0,340462.45599999995,66.43688404948679,120.08,51.01,79.77291666666663,414.8,45.0,213.52499999999998,2016-02-13,66.48411764705882,112.0457142857143,,,17,7.0,,,4373.900000000001,750.7,,,260227.01,80235.446,,
2016,2,14,4639.2,0.0,316919.65200000006,68.31342731505434,108.57,51.02,77.44333333333334,320.0,100.0,193.29999999999998,2016-02-14,77.44333333333334,,,,24,,,,4639.2,,,,316919.65200000006,,,
2016,2,15,3662.3999999999996,0.0,229970.63400000002,62.79233125819136,171.44,51.14,97.64874999999999,397.1,0.0,152.6,2016-02-15,51.43875,110.10454545454544,150.52666666666667,134.665,8,11.0,3.0,2.0,2817.1,828.2,2.1,15.0,144957.192,82789.51800000001,360.024,1863.9
2016,2,16,3666.3999999999996,0.0,221771.10099999997,60.48742663102771,125.65,50.77,90.59083333333332,392.2,0.0,152.76666666666665,2016-02-16,51.23125,107.01272727272728,115.67,120.09,8,11.0,3.0,2.0,3033.2,588.6,20.0,24.6,155398.296,60905.591,2513.0,2954.2140000000004
2016,2,17,3703.3,0.0,228473.37699999998,61.69453649447789,120.09,50.99,89.82791666666664,378.5,3.2,154.30416666666667,2016-02-17,51.166250000000005,106.0090909090909,113.42333333333333,120.08500000000001,8,11.0,3.0,2.0,2971.5,675.9,22.9,33.0,152048.31,69776.201,2686.061,3962.8050000000003
2016,2,18,4411.9,0.0,271363.85599999997,61.50725447086289,120.09,50.92,90.30833333333332,466.0,3.2,183.82916666666665,2016-02-18,51.4,106.88727272727273,113.42333333333333,120.08500000000001,8,11.0,3.0,2.0,3581.0,775.0,22.9,33.0,184055.75,80659.23999999999,2686.061,3962.8050000000003
2016,2,19,4295.300000000001,0.0,268770.124,62.57307382487834,125.43,51.83,91.22541666666665,465.0,0.9,178.9708333333334,2016-02-19,52.0575,107.92181818181817,115.21,120.09,8,11.0,3.0,2.0,3460.5,784.0,22.799999999999997,28.0,180107.074,82468.31999999999,2832.2100000000005,3362.52
2016,2,20,4339.0,0.0,273577.714,63.0508674809864,120.03,50.07,77.26791666666665,341.2,29.7,180.79166666666666,2016-02-20,64.12117647058824,109.19571428571429,,,17,7.0,,,3760.2000000000003,578.8,,,214910.874,58666.84000000001,,
2016,2,21,4503.499999999999,0.0,299695.789,66.54730520706119,110.02,50.17,76.26666666666667,335.0,93.9,187.6458333333333,2016-02-21,76.26666666666667,,,,24,,,,4503.499999999999,,,,299695.789,,,
2016,2,22,3288.9,0.0,206345.47300000003,62.739965642007974,173.73,50.98,98.38166666666666,335.0,0.0,137.0375,2016-02-22,51.44375000000001,111.39090909090909,152.46333333333334,133.46,8,11.0,3.0,2.0,2541.5,737.3,0.2,9.9,130780.77499999998,74341.061,34.746,1188.891
2016,2,23,4094.1,0.0,283985.9650000001,69.36468698859336,135.05,52.06,92.52708333333332,405.0,25.0,170.5875,2016-02-23,52.442499999999995,108.18090909090907,113.67333333333333,135.05,8,11.0,3.0,2.0,2944.0,851.0999999999999,91.0,208.0,154396.362,91093.273,10405.93,28090.4
2016,2,24,3642.8,0.0,254718.19099999996,69.92373750960797,135.09,51.83,93.46791666666667,335.0,29.3,151.78333333333333,2016-02-24,52.118750000000006,108.48818181818183,120.92333333333333,135.07,8,11.0,3.0,2.0,2574.9,770.6,92.9,204.4,134190.924,81685.382,11233.476999999999,27608.408000000003
2016,2,25,4089.8,0.0,301138.82899999997,73.63167612108171,136.07,51.82,95.43166666666666,360.0,23.4,170.40833333333333,2016-02-25,52.28125000000001,112.44090909090906,121.04,136.07,8,11.0,3.0,2.0,2699.3,1089.6000000000001,93.69999999999999,207.2,141179.941,120421.591,11343.593,28193.703999999998
2016,2,26,5013.900000000001,0.0,419973.92500000005,83.76192684337542,236.74,52.63,108.25041666666664,436.0,0.7,208.91250000000002,2016-02-26,53.00375,122.40636363636364,121.84666666666665,230.985,8,11.0,3.0,2.0,3405.0,1160.5,98.4,350.0,180433.95,146130.092,12580.983,80828.9
2016,2,27,4804.8,0.0,326580.956,67.96972943722943,124.4,51.35,84.17000000000003,350.0,50.0,200.20000000000002,2016-02-27,70.10529411764708,118.32714285714283,,,17,7.0,,,4199.2,605.6,,,259481.452,67099.504,,
2016,2,28,5471.1,0.0,392612.227,71.76111330445431,117.96,51.72,83.42458333333333,400.0,100.0,227.9625,2016-02-28,83.42458333333333,,,,24,,,,5471.1,,,,392612.227,,,
2016,2,29,3591.1999999999994,0.0,257741.39299999998,71.77026982624193,179.91,52.05,111.84375000000001,324.9,2.1,149.6333333333333,2016-02-29,52.330000000000005,124.36636363636362,179.88666666666666,178.95999999999998,8,11.0,3.0,2.0,2467.6,1063.5,8.299999999999999,51.800000000000004,129111.41900000001,117912.09999999999,1492.966,9224.908
2016,3,1,3679.2999999999993,0.0,258358.93899999993,70.21959041121951,152.73,51.47,101.46416666666666,350.0,40.0,153.30416666666665,2016-03-01,51.879999999999995,116.31727272727271,145.05,152.73,8,11.0,3.0,2.0,2702.6,756.7,120.0,100.0,140161.18399999998,85518.755,17406.0,15272.999999999998
2016,3,2,3660.0,0.0,242020.54,66.1258306010929,134.72,51.03,94.02541666666667,350.0,12.0,152.5,2016-03-02,51.4175,109.53727272727274,127.05,129.605,8,11.0,3.0,2.0,2740.0,785.0,75.0,60.0,140841.5,83771.69,9528.75,7878.6
2016,3,3,3375.7,0.0,211889.06600000002,62.76892674112037,127.66,51.71,92.20041666666667,357.0,5.0,140.65416666666667,2016-03-03,51.989999999999995,108.57363636363635,120.8,120.09,8,11.0,3.0,2.0,2709.8999999999996,610.1999999999999,35.0,20.6,140877.513,64172.49899999999,4365.2,2473.8540000000003
2016,3,4,3534.0000000000005,0.0,233272.51500000004,66.00806876061121,120.09,51.21,90.46833333333332,371.0,22.9,147.25000000000003,2016-03-04,51.48499999999999,107.18818181818183,113.37333333333333,120.08500000000001,8,11.0,3.0,2.0,2625.0,720.5,122.8,65.69999999999999,135149.69,76242.35,13990.989999999998,7889.485
2016,3,5,2187.8,0.0,129375.93599999999,59.135175061705816,113.83,49.08,73.69291666666666,226.0,6.0,91.15833333333335,2016-03-05,61.46823529411765,103.38142857142857,,,17,7.0,,,1996.0,191.8,,,114928.84999999999,14447.086,,
2016,3,6,1431.0,0.0,75951.54,53.07584905660377,79.51,49.38,60.11583333333334,226.0,1.0,59.625,2016-03-06,60.11583333333334,,,,24,,,,1431.0,,,,75951.54,,,
2016,3,7,2354.3,0.0,148816.45,63.21048719364567,117.56,49.27,77.05250000000001,300.0,3.7,98.09583333333335,2016-03-07,49.53125,84.12,114.31333333333333,92.375,8,11.0,3.0,2.0,1025.0,978.4000000000001,37.0,313.9,50795.15000000001,71123.551,4291.28,22606.469000000005
2016,3,8,3622.4,0.0,242860.97699999998,67.04421847393992,120.08,51.95,91.83333333333333,350.0,25.0,150.93333333333334,2016-03-08,52.0625,109.74727272727273,113.39666666666666,120.045,8,11.0,3.0,2.0,2699.2,685.3,85.3,152.6,140509.384,74341.352,9691.423999999999,18318.817
2016,3,9,3225.5,0.0,196800.10299999997,61.01382824368314,138.32,51.99,94.82875000000001,350.0,0.0,134.39583333333334,2016-03-09,52.098749999999995,112.0381818181818,116.67999999999999,138.32,8,11.0,3.0,2.0,2716.6,472.3,10.0,26.6,141503.048,50398.943,1218.8,3679.312
2016,3,10,2921.7000000000007,0.0,185122.375,63.36118526885031,155.6,51.43,96.10458333333334,300.0,0.0,121.73750000000003,2016-03-10,51.56625,111.90454545454546,117.27666666666669,155.6,8,11.0,3.0,2.0,2344.9,511.80000000000007,15.0,50.0,120902.743,54590.582,1849.05,7780.0
2016,3,11,2718.6999999999994,0.0,172767.51500000004,63.5478408798323,159.31,51.34,96.14625000000002,276.0,0.0,113.27916666666664,2016-03-11,51.4775,111.11999999999999,118.25,159.31,8,11.0,3.0,2.0,2179.1,465.6000000000001,20.0,54.0,112157.78600000002,49493.18899999999,2513.8,8602.74
2016,3,12,3699.0,0.0,226790.06999999995,61.311184103811826,120.07,51.98,78.15916666666665,291.0,25.0,154.125,2016-03-12,65.20647058823529,109.61571428571428,,,17,7.0,,,3335.0,364.0,,,194496.47799999997,32293.591999999997,,
2016,3,13,4035.8,0.0,274252.37,67.95489617919618,113.56,52.06,77.71583333333332,291.0,76.0,168.15833333333333,2016-03-13,77.71583333333332,,,,24,,,,4035.8,,,,274252.37,,,
2016,3,14,2814.3,0.0,174977.153,62.17430728778026,179.85,52.03,101.44499999999998,286.8,0.0,117.2625,2016-03-14,52.08125,112.88818181818183,157.85,151.35500000000002,8,11.0,3.0,2.0,2248.9,547.5,0.0,17.9,117125.77399999998,55401.585,0.0,2449.794
2016,3,15,2555.9,0.0,155590.462,60.87501936695489,126.66,51.73,93.94416666666666,279.0,0.0,106.49583333333334,2016-03-15,51.81375,111.9190909090909,118.57333333333334,126.66,8,11.0,3.0,2.0,2142.4,383.5,20.0,10.0,110993.212,40797.450000000004,2533.2,1266.6
2016,3,16,2447.9,0.0,158380.87300000002,64.70071203889049,172.85,51.49,98.85958333333332,250.0,0.0,101.99583333333334,2016-03-16,51.61750000000001,115.99636363636364,123.45333333333333,156.685,8,11.0,3.0,2.0,1966.9,397.0,35.0,49.0,101511.48300000001,44525.060000000005,4327.299999999999,8017.030000000001
2016,3,17,2451.0999999999995,0.0,162324.11399999997,66.2250067316715,170.93,50.97,97.80708333333335,235.0,0.0,102.12916666666665,2016-03-17,51.056250000000006,114.93545454545455,121.58,154.945,8,11.0,3.0,2.0,1875.0,496.09999999999997,31.0,49.0,95727.44999999998,54884.194,3784.48,7927.99
2016,3,18,2294.7999999999997,0.0,151832.796,66.1638469583406,139.9,50.35,94.95666666666666,220.0,0.0,95.61666666666666,2016-03-18,50.51875,113.13727272727273,117.33666666666666,139.14499999999998,8,11.0,3.0,2.0,1690.0,560.8,15.0,29.0,85384.7,60569.386,1842.75,4035.96
2016,3,19,3606.1,0.0,231477.14399999994,64.19043953301349,120.05,50.73,76.68833333333333,284.0,20.0,150.25416666666666,2016-03-19,64.64,105.94857142857143,,,17,7.0,,,3097.4,508.70000000000005,,,188955.15099999995,42521.993,,
2016,3,20,3737.7999999999997,0.0,260676.16999999995,69.74053453903365,110.14,50.73,74.75416666666668,220.0,98.6,155.74166666666665,2016-03-20,74.75416666666668,,,,24,,,,3737.7999999999997,,,,260676.16999999995,,,
2016,3,21,2271.8,0.0,145628.856,64.10285060304604,176.84,50.77,100.68208333333332,210.0,0.0,94.65833333333335,2016-03-21,50.8075,112.7409090909091,156.17333333333332,150.62,8,11.0,3.0,2.0,1680.0,581.8,0.0,10.0,85356.59999999999,59028.255999999994,0.0,1244.0
2016,3,22,3329.2,0.0,216167.252,64.93068965517242,120.07,50.9,83.85083333333334,283.0,0.0,138.71666666666667,2016-03-22,50.93875,98.51090909090908,114.20333333333333,89.34,8,11.0,3.0,2.0,1871.0,1109.3,36.6,312.3,95307.23,96361.511,4393.83,20104.681
2016,3,23,3035.3999999999996,0.0,183658.54200000002,60.505548527376966,123.44,51.56,92.90916666666665,328.0,0.0,126.47499999999998,2016-03-23,51.655,110.92090909090908,116.52333333333333,123.44,8,11.0,3.0,2.0,2548.8,468.0,11.0,7.6,131642.308,49737.96,1340.1299999999999,938.1439999999999
2016,3,24,3018.2,0.0,183110.46000000002,60.66876283877809,134.17,51.59,93.07958333333335,328.0,0.0,125.75833333333333,2016-03-24,51.68625,110.58272727272728,116.58,127.13499999999999,8,11.0,3.0,2.0,2529.1,465.70000000000005,11.0,12.4,130696.225,49431.91900000001,1341.1200000000001,1641.1960000000001
2016,3,25,3777.5,0.0,258214.86400000003,68.35601958967573,110.1,50.78,74.76208333333334,276.9,100.0,157.39583333333334,2016-03-25,51.03875,79.00818181818181,98.91000000000001,110.08,8,11.0,3.0,2.0,1851.9,1372.4,340.0,213.2,94569.588,106628.64399999997,33547.8,23468.832
2016,3,26,3410.7999999999997,0.0,211067.139,61.88200392869708,120.06,50.95,74.87875000000001,285.0,30.0,142.11666666666665,2016-03-26,62.221764705882364,105.61714285714285,,,17,7.0,,,2982.1,428.7,,,171939.96699999998,39127.172,,
2016,3,27,3715.8,0.0,243528.12699999998,65.53854540072123,112.69,50.85,71.30624999999999,250.0,100.0,154.82500000000002,2016-03-27,71.30624999999999,,,,24,,,,3715.8,,,,243528.12699999998,,,
2016,3,28,2460.5,0.0,160826.65000000002,65.36340174761229,121.71,50.8,91.43291666666666,253.2,0.0,102.52083333333333,2016-03-28,50.980000000000004,108.78545454545456,116.57,120.1,8,11.0,3.0,2.0,1828.2,616.5,10.0,5.8,93232.092,65680.878,1217.1,696.5799999999999
2016,3,29,2399.6,0.0,149852.184,62.44881813635607,177.15,51.24,99.08291666666663,285.0,0.0,99.98333333333333,2016-03-29,51.31125,111.78727272727274,155.85,135.14499999999998,8,11.0,3.0,2.0,1860.0,533.0,0.0,6.6,95468.85,53590.740000000005,0.0,792.5939999999999
2016,3,30,2822.1000000000004,0.0,172001.37299999993,60.94800786648238,125.69,51.46,92.90291666666666,300.0,0.0,117.58750000000002,2016-03-30,51.63125000000001,110.95909090909093,117.95,121.11,8,11.0,3.0,2.0,2350.4,447.7,20.0,4.0,121330.84,47672.293000000005,2513.8,484.44
2016,3,31,2537.9,0.0,160178.351,63.11452421293195,139.9,50.71,93.93500000000002,250.0,0.0,105.74583333333334,2016-03-31,50.833749999999995,110.46090909090911,117.63333333333333,139.9,8,11.0,3.0,2.0,2000.0,487.9,20.0,30.0,101667.5,51819.05100000001,2494.7999999999997,4197.0
2016,4,1,2747.2,0.0,168871.23,61.470307949912645,125.43,50.99,92.685,280.0,0.0,114.46666666666665,2016-04-01,51.0825,110.97363636363637,117.78333333333332,120.86,8,11.0,3.0,2.0,2240.0,483.2,20.0,4.0,114424.79999999999,51454.39,2508.6000000000004,483.44
2016,4,2,4042.0,0.0,280307.57,69.3487308263236,120.08,52.11,80.44499999999998,300.0,20.0,168.41666666666666,2016-04-02,66.49764705882352,114.31714285714285,,,17,7.0,,,3835.9999999999995,206.00000000000003,,,256484.78399999996,23822.785999999996,,
2016,4,3,3678.5,0.0,247602.34300000002,67.3106817996466,114.92,52.08,73.6525,237.9,93.1,153.27083333333334,2016-04-03,73.6525,,,,24,,,,3678.5,,,,247602.34300000002,,,
2016,4,4,2380.0,0.0,151585.2,63.691260504201686,178.94,52.2,103.15124999999999,230.0,0.0,99.16666666666667,2016-04-04,52.224999999999994,111.54818181818182,157.64000000000001,178.94,8,11.0,3.0,2.0,1840.0,540.0,0.0,0.0,96094.0,55491.2,0.0,0.0
2016,4,5,2214.0,0.0,130811.50200000001,59.08378590785908,133.68,52.07,94.73708333333336,247.0,0.0,92.25,2016-04-05,52.1475,111.90818181818182,119.38666666666667,133.68,8,11.0,3.0,2.0,1938.5000000000002,238.1,20.0,17.4,101080.29499999998,24846.775,2558.4,2326.032
